"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Redwood County, Minnesota",180.7,49934,15471,12.4,43.2,2.43,54,4,5.74439157
"Randall County, Texas",160,64636,130269,9.7,35.4,2.55,53.9,3.9,5.145852764
"Doña Ana County, New Mexico",150.8,38974,214295,27.9,32.4,2.8,46.2,11.5,5.880465757
"Garvin County, Oklahoma",227.9,40774,27755,19.2,39.5,2.57,53,4.4,6.713239053
"Suffolk city, Virginia",199.3,60735,88161,13.6,38.3,2.75,50.4,8,5.719705952
"Washington County, Rhode Island",162.2,70705,126517,10.4,519.6,2.42,51.1,6.4,3.127101547
"Sublette County, Wyoming",126.9,77222,9899,6.8,38.1,2.74,62.1,5.4,5.14813016
"Wabasha County, Minnesota",160.2,58752,21239,7.3,43.8,2.36,61.8,3.6,5.142332415
"Box Butte County, Nebraska",159,55465,11337,11.4,40.8,2.31,61.1,3.9,6.383909051
"Thurston County, Nebraska",215,41344,7064,34,28.6,3.3,40.9,14.4,8.467741935
"Bath County, Kentucky",238.5,34126,12228,22.7,40.4,2.76,51,14,4.990825688
"Strafford County, New Hampshire",177.6,58577,126825,11.8,37.2,2.48,46.8,6.5,3.681800261
"Calhoun County, Arkansas",202.4,39493,5229,18,44.9,2.4,55.7,7.2,3.101503759
"Lafourche Parish, Louisiana",198.7,47382,98325,17.6,36.6,2.68,49.4,7,4.817078346
"Edmunds County, South Dakota",162.6,57148,3999,10.5,46.1,2.3,58.8,1.8,4.337050805
"Shoshone County, Idaho",225.1,36577,12432,18.9,47.1,2.16,55,11.8,8.244897959
"Stillwater County, Montana",127.4,60812,9486,8.4,46.7,2.44,65.2,3.6,3.636363636
"Catoosa County, Georgia",161,50728,66050,12.6,39,2.71,55.9,8.1,5.74156506
"Marinette County, Wisconsin",182.8,43701,40884,13.4,47.2,2.2,54.6,7.5,4.527363184
"Washoe County, Nevada",166,52862,446903,15.4,37.6,2.58,47,9.1,5.642578635
"Grundy County, Missouri",209.2,37911,10097,19.2,41,2.45,54.6,4.5,7.829010567
"Bradford County, Florida",209.9,39980,26928,22.6,39.6,2.72,39.5,12.4,2.467138524
"Pottawattamie County, Iowa",183.8,51947,93671,12.3,39.2,2.48,50.6,5,5.494453173
"McIntosh County, North Dakota",125.9,40258,2759,13,53.4,2.06,62.2,1.2,4.662004662
"Leake County, Mississippi",236,32239,22763,27.1,34.8,2.67,45.5,10.5,4
"Fairfax County, Virginia",126.9,110507,1142234,6.7,37.4,2.85,56,4.9,5.344658861
"Jackson County, Missouri",188.9,46185,687623,16.5,36.5,2.44,43.3,7.6,5.730193853
"Cayuga County, New York",158.6,52792,78288,12.7,42.5,0.0243,46.8,7.3,5.470136014
"Whitley County, Indiana",179.7,59266,33406,9.4,41,2.5,57.7,5.3,4.732975417
"Newton County, Indiana",194.1,51285,14008,11.5,43,2.56,53,8.9,5.900305188
"Talbot County, Maryland",161.9,54836,37512,11.7,49,2.3,54,6.7,3.328451604
"Crawford County, Indiana",185.8,40657,10483,18,43.1,2.56,52.3,6.6,4.891062695
"Fallon County, Montana",162,59102,3190,8,39,2.47,61.1,3.3,21.32616487
"Newport County, Rhode Island",164,69203,82423,9.5,43.9,2.27,49.7,6.9,2.872784433
"Delaware County, Pennsylvania",187.4,62867,563894,11,38.9,2.65,45.9,8.2,5.543922993
"Sevier County, Tennessee",185.2,39905,95946,17.7,42.2,2.52,54.1,7.4,6.406013616
"Nome Census Area, Alaska",277.6,47160,9846,26.1,27.8,3.26,35.9,16.5,11.35038134
"Tillman County, Oklahoma",166.1,35274,7515,23.8,40.5,2.4,52.4,7.1,6.093432634
"Gulf County, Florida",189.1,38419,15871,23.1,43.3,2.52,44.8,10.2,4.887361588
"Lewis County, Washington",194.8,44243,75882,17.1,42.8,2.52,52.7,12.1,4.603840773
"Skagit County, Washington",172.7,51395,121846,15.7,41,2.56,53.6,8.2,5.818153266
"Franklin County, Massachusetts",153.9,53953,70601,12,45.1,2.3,47.6,6.7,3.458753556
"McIntosh County, Oklahoma",202.4,33450,19990,22.4,47.4,2.38,56.2,10.8,5.188559858
"Dawson County, Montana",178.3,50540,9625,11.7,41.1,2.24,59.5,2,1.750547046
"Essex County, New York",164.5,50182,38478,12,45.9,2.37,50.5,7.9,3.244249435
"Richmond County, North Carolina",205.3,34665,45437,24.7,39.9,2.42,43.4,13.8,4.202401372
"Fillmore County, Nebraska",150.3,54556,5619,10.1,47.5,2.22,57.5,3.4,6.001846722
"Placer County, California",153.4,75689,375391,8.3,41,2.67,55.6,8.3,4.433234709
"Wilson County, North Carolina",199.1,39268,81714,23.9,39.9,2.5,44.8,10.1,4.940815895
"Lake County, Oregon",139.2,40328,7829,19.3,579.6,2.08,52.6,10.6,2.9390681
"Franklin County, Kentucky",215.7,49400,50375,12.9,40.7,2.28,46,8.7,4.425228891
"Marion County, West Virginia",188.8,43729,56925,17.9,41.1,2.47,51,4.9,5.113459745
"Crow Wing County, Minnesota",176.7,50162,63428,10.9,43.5,2.36,56.3,5.7,6.153360682
"Rush County, Indiana",222,47418,16672,14.4,41.3,2.42,55.1,6.9,5.966850829
"Clinton County, Michigan",149.1,60650,77390,10,39.7,2.64,54.7,6.5,4.540884719
"Ashland County, Wisconsin",217.5,41294,15843,14.9,42.2,2.29,45.9,7.9,6.460336538
"Monroe County, Tennessee",207,37392,45771,20.6,43,2.6,60.4,12.5,6.564217382
"Asotin County, Washington",188.3,44055,22105,16.3,44.2,2.34,52.7,9.6,3.801794105
"Brown County, Wisconsin",158.6,54141,258718,12,36.8,2.46,51.4,6.1,5.921762149
"Armstrong County, Pennsylvania",171.1,44326,67052,13.8,45.6,2.36,53.9,8.5,4.390138408
"Fremont County, Iowa",181.2,54154,6906,11.7,46.4,2.36,59.4,3.7,6.004618938
"Union County, Illinois",206.9,40957,17408,17.9,43.6,2.53,52.1,7,5.211459754
"Pitt County, North Carolina",171.8,41765,175842,23.4,31.5,2.48,39.6,12.1,4.079871327
"Chattooga County, Georgia",203.9,34830,24922,21.1,40.3,0.0249,46.9,10,4.430147059
"Yates County, New York",178.4,48368,25048,14.5,41.5,2.46,52.8,6.9,6.10380117
"Clay County, Illinois",190,45709,13428,13.6,42.8,2.39,56.5,6.7,6.40518172
"Hitchcock County, Nebraska",183.7,40496,2883,13.8,48.2,2.12,57.3,3,9.807692308
"Dane County, Wisconsin",153.8,61937,523643,13.4,34.6,2.35,47.5,4.9,4.458527742
"Mineral County, Montana",188.8,36449,4251,17.3,619.2,2.67,46,11.8,3.333333333
"Harlan County, Kentucky",277.1,26351,27703,34.2,41,2.43,52.7,9.8,3.257989088
"Cottonwood County, Minnesota",153.8,48176,11549,12.9,42.8,2.38,57.7,4.9,8.062360802
"White County, Illinois",230.3,46927,14327,14.1,44.5,2.28,59.4,8.8,4.019073569
"Val Verde County, Texas",143.9,41437,48988,22.2,31.7,3.2,51.9,9.3,6.376628075
"Sheridan County, Wyoming",168.7,54716,30009,9.9,42.2,2.28,56.9,3.4,4.312372589
"Valley County, Idaho",131.6,49380,10103,11.7,49.4,2.99,50.9,5.7,1.604584527
"Lanier County, Georgia",209.2,37113,10312,23.9,33.6,2.72,48.5,14.6,6.906534326
"Schley County, Georgia",151.3,39601,5168,20.1,38.4,2.7,53.4,12.4,6.255585344
"Buffalo County, Nebraska",159.1,51550,48863,12.5,32.5,2.49,50.8,3.5,4.894004637
"Hopewell city, Virginia",244.9,40122,22378,19.5,36.9,2.53,35.3,12.8,5.969289827
"Chester County, Tennessee",180.6,40980,17471,20.1,37.2,2.66,48.6,13.5,5.429553265
"Leavenworth County, Kansas",166.5,65549,79315,10.9,37.3,2.7,53.1,5.9,5.174510519
"Big Stone County, Minnesota",178,46495,5040,12.8,49.2,2.18,63.2,3.3,7.09382151
"San Augustine County, Texas",182.2,32826,8473,23.9,47.8,2.93,44.3,16.3,5.389980977
"Galveston County, Texas",191.2,58333,322225,14.3,37.5,2.66,50.9,7.5,5.330646143
"Henry County, Virginia",194.2,34842,51881,20.5,46,2.32,52,10,6.007452513
"Edwards County, Texas",122.6,35554,1894,22.5,49.5,2.54,51.1,4.9,1.58013544
"Sheridan County, Kansas",143.1,52300,2512,10.9,45.7,2.21,64.1,1.2,7.382550336
"Saunders County, Nebraska",176.2,61961,21016,8.2,41.4,2.56,60.4,3.5,6.021555764
"Kendall County, Texas",132.7,77764,40384,8.3,43.6,2.72,60,4.5,3.026544282
"Clay County, Tennessee",217,30744,7771,24,46.9,2.37,59.9,7.2,2.134146341
"Steuben County, New York",178.7,46849,97631,16.6,42,2.36,50.5,8.2,6.856742229
"Mitchell County, Iowa",129.6,52616,10832,11.5,43.7,2.41,59.7,3.2,6.073648972
"Kimble County, Texas",183.1,38750,4388,18.5,52.8,2.22,55.6,7.6,6.469002695
"Marion County, Kentucky",193.4,39089,19365,21.8,38.8,2.51,49.9,9.2,7.024889509
"Concho County, Texas",156.8,40837,4081,26.5,40.8,3.3,50.7,2.8,11.55660377
"Cochise County, Arizona",154.6,45025,126427,18.7,40,2.42,50.4,8.7,5.457360828
"York County, Nebraska",164.7,51335,13806,10.6,41.3,2.31,56.5,2,6.993486459
"Fayette County, Alabama",205.8,35664,16759,20.6,43.2,2.36,53.6,10,5.73089701
"Neosho County, Kansas",183.5,41527,16346,17.7,40,2.47,53.1,4.7,8.276059565
"Grand Isle County, Vermont",206.1,60081,6861,9.1,47.1,2.34,59.8,7.4,3.969883641
"Grand Forks County, North Dakota",162.5,50435,70916,16.7,29.4,2.25,45.7,3.6,5.407811283
"Monroe County, New York",169.5,51371,749600,14.2,38.5,2.41,44.1,7.7,4.726955479
"Holmes County, Mississippi",239.7,22640,18340,44,33.5,2.82,25.1,19.2,5.501407841
"Loudon County, Tennessee",170.6,53945,51130,13.6,46.5,2.49,61.4,8.9,4.243210863
"Meigs County, Tennessee",229.6,34801,11830,20.8,44.3,2.51,55.7,15,5.090180361
"Nobles County, Minnesota",138.1,50684,21770,13,36.6,2.71,54.1,6.9,7.86717183
"Woodford County, Kentucky",182.8,57067,25793,11.2,41.9,2.55,56.7,4.8,4.961767205
"Columbiana County, Ohio",178.3,42645,104806,15.9,43.2,2.43,51.9,9,6.225449895
"Nueces County, Texas",163.6,51222,359715,16.8,34.9,2.72,46.1,6.6,5.753453598
"Saline County, Arkansas",169,55915,117460,8.7,38.7,2.66,55.6,5.3,5.129672006
"Webster County, West Virginia",259.5,29331,8755,26.1,46.3,2.28,54.1,14.8,4.203539823
"Ocean County, New Jersey",174.2,62937,588721,11.9,42.8,2.59,53.6,8.8,6.13243835
"Jackson County, Alabama",211.1,36923,52419,22,42.2,2.56,55.3,10.1,4.011185878
"Union County, Tennessee",221.3,37453,19119,22.6,41,2.59,55.8,9.5,3.464419476
"Traill County, North Dakota",158,58995,8014,8.9,41.4,2.35,54.6,2.7,4.19412822
"Lake of the Woods County, Minnesota",172.7,44727,3923,10.7,50.3,2.4,52.3,4.8,5.924855491
"Crook County, Wyoming",152.2,59701,7444,8.4,43.4,2.43,67.4,4.1,5.333333333
"Davison County, South Dakota",151.2,48675,19858,12.3,38.4,2.2,54.2,3.3,5.713596914
"Humphreys County, Tennessee",222.6,42837,18135,17.6,42.2,2.53,54.8,8.9,5.078225186
"Hamilton County, Iowa",153.2,53691,15190,9.4,42.4,2.36,59.2,3.8,2.258064516
"Stark County, Illinois",160.4,50219,5788,11.9,45.9,2.41,57,7.7,4.589585172
"Smith County, Mississippi",200.5,38975,16059,20.8,40.1,2.65,53.6,4.8,5.357614146
"Hamilton County, Kansas",164.2,47709,2474,12.8,38,2.59,61.8,2.3,6.605504587
"Bailey County, Texas",110.4,36821,7210,19.9,34.9,2.92,57.9,4.3,2.595628415
"Hamilton County, Florida",188.4,31734,14295,31.7,40.5,2.35,39.3,15.8,7.14920071
"Magoffin County, Kentucky",221.5,29421,12808,30.2,41,2.57,52.6,12.2,5.955168953
"Bertie County, North Carolina",175.3,31217,20199,27.7,44.8,2.59,39,13.5,4.823151125
"Luna County, New Mexico",181.8,27268,24518,30.6,39,2.7,47.1,13.8,8.62924023
"Jefferson County, Mississippi",199.1,26408,7507,38.5,34.8,2.81,26.3,15.9,4.610130905
"Ingham County, Michigan",165.5,45840,286085,20.1,31.5,2.4,38.8,9,4.499226458
"Blair County, Pennsylvania",179.4,43343,125593,15,42.8,2.41,50,6.4,4.508674734
"Mille Lacs County, Minnesota",190,48434,25788,12,40.3,2.52,51.9,7.7,6.653151493
"Dickinson County, Kansas",181.2,47493,19303,11.1,41.7,2.45,58.6,6.7,6.565530962
"Kearney County, Nebraska",136.4,56791,6585,9.6,40.8,2.34,61.2,3.8,12.76119403
"Bell County, Kentucky",223,24868,27337,33.5,41.1,2.44,46.6,11.6,3.381417714
"East Baton Rouge Parish, Louisiana",178.8,46831,446753,18.4,33.2,2.57,39,7.6,4.474235159
"Lee County, Kentucky",275.9,25473,6752,35,41.9,2.2,44.6,12.2,2.731512325
"Butte County, South Dakota",194.3,41446,10283,15.8,39.9,2.49,55.4,3,2.718894009
"Monmouth County, New Jersey",168.6,87220,628715,8.2,42.3,2.67,53.2,7.9,4.571872443
"Kennebec County, Maine",193.2,45556,119980,13.8,44,2.28,49.6,7.7,4.823685961
"Clinton County, Ohio",224.3,49453,41917,13.7,39.3,2.53,52.8,9.2,5.682641548
"Randolph County, Georgia",127,25807,7193,36.3,39.2,2.54,40.7,10.4,10.85271318
"Putnam County, Illinois",198.1,62024,5644,8.9,46,2.37,59.3,9.9,5.541346974
"Quitman County, Georgia",250,29477,2302,29.5,49.2,2.29,40.2,11.2,8.61618799
"Logan County, Illinois",189.5,54353,29494,12.6,39.7,2.17,46.5,7.8,7.205728778
"Kern County, California",161.3,47451,882176,24.5,31.1,3.21,46.5,12.7,6.627706717
"Hawaii County, Hawaii",147.6,51887,196428,18.1,41.1,2.9,47.9,8.1,6.030934113
"Caddo Parish, Louisiana",199.4,39812,251460,24.1,36.6,2.55,39.3,7,5.272379222
"Saline County, Illinois",192.1,38329,24548,21,42.4,2.43,49,13,6.192236599
"Hertford County, North Carolina",184.3,30056,24184,25.8,41.7,2.48,40.1,13.7,5.896994065
"Cook County, Georgia",183.4,32408,17124,26.1,36.7,2.74,50.2,6.6,7.78998779
"Bradford County, Pennsylvania",183.8,47242,61281,12.9,44.1,2.52,54.1,5.6,5.284901395
"Clackamas County, Oregon",160.2,65555,401515,9.5,41.3,2.59,54.9,8.3,5.072389596
"Lee County, South Carolina",247.3,31510,17896,27.8,40.1,2.63,34.5,14.9,6.288258208
"Louisa County, Iowa",148,50924,11185,11.1,40.8,2.58,56.4,4.8,7.112970711
"Buffalo County, Wisconsin",166.4,50998,13192,10.5,45,2.29,59,3.7,7.17472119
"Dare County, North Carolina",163.2,54642,35663,11,45,2.32,54.9,6.4,4.646266143
"Ionia County, Michigan",173,48681,64223,15.2,37.9,2.72,50,10.4,6.91088967
"Henry County, Iowa",183.1,50347,19950,13.3,40.7,2.43,52.1,5.1,5.797101449
"Live Oak County, Texas",147.1,51481,12229,15.5,42,2.78,50.6,4.3,10.60674157
"Hamilton County, New York",194.2,49137,4712,11.4,51.9,3.38,42.7,9.7,4.529616725
"Muskegon County, Michigan",189.2,42588,172790,20,39.1,2.56,47.4,11.9,4.97414174
"Latah County, Idaho",148.9,43482,38778,19.9,28.5,2.33,45.5,7.6,4.020530368
"Hardin County, Texas",190.7,53872,55865,12.9,38.9,2.64,58.4,5.5,5.506783719
"Santa Rosa County, Florida",190.7,58587,167040,11.2,39.5,2.65,54.8,7.9,5.465692312
"Monroe County, Kentucky",227.9,30172,10667,26.2,42.7,2.39,55.9,9.5,3.581020591
"Montgomery County, Maryland",120.1,97279,1040116,7.2,38.5,2.76,53.2,6.1,5.281994667
"Potter County, South Dakota",145.7,52758,2320,11,52.5,2.11,58.5,0.5,5.80474934
"Boyd County, Kentucky",198.2,40224,48325,23.1,41.9,2.41,51.7,10.5,4.636200208
"McLennan County, Texas",181.6,43488,245671,19.7,32.9,2.68,46.6,6.2,4.887587132
"Madison County, Tennessee",176.3,43113,97610,20.9,37.6,2.56,45.8,8.4,5.831783426
"Madison County, Mississippi",292.5,66671,103465,13.1,37,2.65,52.3,5.4,4.789430223
"Shasta County, California",192,43661,179533,14.7,42.2,2.54,49.1,10.3,3.958736974
"Shawnee County, Kansas",171.6,52795,178725,15,38.8,2.44,49.5,6.8,5.852417303
"Wilkinson County, Mississippi",219.7,27596,9122,32.5,36.8,2.6,34.4,9.7,2.790178571
"Herkimer County, New York",150.9,44148,63100,16.5,42.9,2.4,50.1,8.7,4.741223308
"Cherokee County, South Carolina",187.8,38947,56194,22.3,38.8,2.68,47.2,10.6,6.428359096
"Henry County, Ohio",162.8,53645,27816,10.2,41.2,2.52,56.2,6.7,7.870216306
"Union County, Oregon",169,44841,25790,17.7,40,2.46,52.7,7.1,5.602240896
"King William County, Virginia",187.4,64305,16269,8.8,40.7,2.66,58.5,5.4,6.631716907
"Warren County, Kentucky",192.7,48925,122851,18.3,32.8,2.48,47.2,7.9,5.172199041
"Sonoma County, California",163.1,66949,502146,11.3,40.8,2.59,47.2,8.1,5.065070552
"Monroe County, Wisconsin",179.8,52978,45549,14.4,39.3,2.49,53.4,6.5,9.392150771
"Hampshire County, West Virginia",212.1,35980,23353,21.2,44.6,2.25,38.7,8.1,2.28320067
"Terrell County, Georgia",218.9,34604,9113,29.8,41,2.68,38.7,14.4,4.011887073
"Graves County, Kentucky",201.1,39247,37421,17.7,40.3,2.56,53.9,7.2,4.754260311
"Monroe County, Indiana",168.5,43841,144705,24,28.4,2.36,36,6.9,3.932688732
"Sampson County, North Carolina",183.6,33876,63724,29,39.2,2.7,45.3,10.4,5.0513461
"Smith County, Kansas",157.6,41303,3704,13.5,50.7,2.21,60.7,3.2,8.463949843
"Chaves County, New Mexico",164.5,38403,65764,23.4,34.8,2.72,48.1,7.6,8.496374333
"Mercer County, West Virginia",210,35046,61164,20.5,42.3,2.39,50.6,5.1,4.807972069
"Steele County, Minnesota",145.9,57850,36755,10.9,39.8,2.52,55,4.9,6.135046611
"Hardin County, Ohio",185.1,45195,31682,19,35.4,2.55,48.5,9.6,8.008741483
"Hampton County, South Carolina",205.4,33644,20049,23.8,39.7,2.53,42.7,11,4.650635209
"La Paz County, Arizona",126.1,32533,20152,22.8,54.8,2.14,54.1,11.2,4.686489981
"Hampton city, Virginia",190.3,47615,136454,15.2,35.4,2.51,41,9.8,4.72938218
"Pickens County, Alabama",178,31933,20864,25,42.4,2.51,43.8,13.8,6.291165115
"Baca County, Colorado",188.6,36294,3615,20,47.6,2.3,57.8,4.5,5.028735632
"Franklin County, Indiana",185.8,54086,22872,11.1,41.2,2.57,61.6,6.4,3.468663776
"Mecklenburg County, North Carolina",158.6,59049,1034070,15.2,34.5,2.57,45.3,8.9,5.350191695
"Woodbury County, Iowa",176.4,45641,102782,15.2,35.4,2.58,48.7,5.2,6.360617144
"Knox County, Illinois",180.1,38992,51441,19.3,42.1,2.25,44,7.4,5.205017787
"Oliver County, North Dakota",137.6,62010,1846,10.6,48.5,2.3,72.5,3.6,15.4340836
"Harrison County, Ohio",201.4,42582,15450,16.9,45.9,2.45,57.8,5.6,7.156549521
"Honolulu County, Hawaii",135,73985,998714,9.8,36.9,3.06,50.2,5.6,6.457474103
"Limestone County, Alabama",159.7,51175,91663,13.6,39,2.64,54.6,7.8,5.183501765
"Sheridan County, Montana",165,52711,3687,10.2,47.1,2.16,56.5,2.7,3.617945007
"Lawrence County, Mississippi",211.9,38471,12622,22.3,40.7,2.63,51.6,10.8,5.109751709
"Grady County, Georgia",199.1,35237,25205,26.2,39.1,2.7,47.3,10.5,3.794871795
"Coconino County, Arizona",119.8,48653,139097,21.3,30.8,0.027,41.2,8.8,5.030073987
"Douglas County, Nebraska",179.7,52842,550064,14,34,2.52,47.6,5.7,5.925782154
"Wells County, North Dakota",178,51470,4168,10.9,51,2.04,64.8,1.3,7.244318182
"Putnam County, Florida",211.6,32054,72023,28.5,44.1,2.57,44.9,12.6,4.330954196
"Lee County, Florida",142.1,49147,701982,16,46.9,2.59,50.4,10.1,4.725806822
"Rock County, Minnesota",147,55352,9600,9.6,41.1,2.37,61,3.7,11.04133961
"Cleveland County, Oklahoma",169.2,58205,274458,12.6,33.2,2.59,49.1,4.9,4.927709813
"McLean County, Kentucky",215.1,42288,9512,16.9,41.8,0.025,60.1,8.4,7.128810226
"DeKalb County, Georgia",157.4,50597,734871,20.4,35.1,2.63,38.2,11.3,5.74981682
"Ballard County, Kentucky",191.3,44732,8212,16.8,42.8,2.48,54.8,6.2,6.105990783
"Baker County, Georgia",127.6,43115,3180,27.3,42.6,2.55,47.7,7.1,5.354752343
"Beaver County, Utah",168.7,50818,6354,9.8,33,2.84,60.8,3.8,12.66766021
"Rockbridge County, Virginia",159.2,48497,22354,13,48.3,2.39,55,4.1,6.476146578
"Dodge County, Minnesota",153.6,68777,20364,7.6,37.9,2.67,59.6,3.5,6.386701662
"Nemaha County, Kansas",147.7,54149,10227,9.9,41.6,2.32,61.9,1.7,5.55836281
"Isabella County, Michigan",180.1,42431,70698,28.3,26.3,2.61,34.9,11.3,3.814938787
"Grant County, South Dakota",150.3,52816,7142,10,44.8,2.2,62.8,4.1,9.712509713
"Lewis County, Kentucky",239.3,30217,13682,34.4,40.8,2.54,55.1,8.4,3.777923784
"Cimarron County, Oklahoma",258.7,41800,2216,18,44.6,2.28,60.9,2.2,2.195121951
"Allendale County, South Carolina",197.6,25530,9433,39.9,38.7,2.58,30,22.6,8.631578947
"Scott County, Kansas",160.5,56032,4964,8.3,42,0.0221,65.3,5.8,6.629834254
"Hanson County, South Dakota",154.1,61945,3385,8.1,35.5,2.96,60.8,1.1,4.96350365
"Itawamba County, Mississippi",193.2,38366,23609,17.2,39.3,2.54,51.9,9.3,5.256362966
"Champaign County, Ohio",190.1,50302,38987,11.3,41.2,2.53,55.2,9.1,4.636217581
"Prince Edward County, Virginia",188.8,37543,22952,25.5,32.1,2.49,36.1,7,7.608005083
"Gates County, North Carolina",171.5,48413,11431,15.6,43.2,2.65,53.7,12.2,6.274356976
"Nemaha County, Nebraska",164.7,49162,7046,13.6,39.1,2.31,52.2,8,8.91959799
"Wayne County, New York",175.5,49191,91446,12.9,43.1,2.48,52.7,7.5,5.106970324
"Lowndes County, Alabama",211.9,30675,10458,31.4,39.5,2.49,34.8,13.2,3.731942215
"Emmons County, North Dakota",166.9,44282,3402,13.2,51.2,2.13,60.5,3.6,6.270627063
"Greenwood County, South Carolina",182.4,38878,69838,22.1,38.9,2.52,44.6,12.9,4.631760644
"Kiowa County, Oklahoma",226.1,36699,9144,19.1,43,2.31,54.1,5.5,3.922594142
"Louisa County, Virginia",191,60121,34602,11.5,43.7,2.64,55.1,8.1,5.015546843
"Stevens County, Kansas",148.2,59773,5806,9.7,34.9,2.84,68,3,4.250386399
"Isle of Wight County, Virginia",200.6,64350,36314,10.2,44.5,2.57,58.1,8.3,3.667228197
"Mason County, Michigan",190.2,42896,28783,16.3,45.7,2.3,54.9,10.7,5.960854093
"Wheatland County, Montana",149.4,35875,2110,19.5,46.5,2.34,57.7,3.4,5.066666667
"Perry County, Arkansas",209.9,40556,10189,17.3,43.1,2.62,54.3,6.8,2.85046729
"Madison County, Idaho",125.2,36065,38273,27.1,23.2,3.6,53.6,10.2,6.963315217
"Yancey County, North Carolina",178.6,35974,17587,20.6,46.2,2.35,59.5,11,3.944716384
"Champaign County, Illinois",152.5,47966,208861,22.6,29.3,2.38,39.3,6.5,3.467190704
"Page County, Virginia",199.2,44851,23726,16.9,44.1,2.52,53.1,9.3,5.963302752
"Franklin County, Texas",156.3,42099,10651,16.4,43.5,2.46,57.7,6.6,4.741980474
"Coweta County, Georgia",169.3,60809,138427,12.5,37.6,2.73,57.8,7,6.63071161
"Cambria County, Pennsylvania",168.5,42703,136411,15.3,44.4,2.28,48.5,8.5,4.763561711
"Oxford County, Maine",189,40120,57202,16.1,45.7,2.6,48.1,9.2,4.600845561
"Benton County, Oregon",155.6,54089,87572,18.9,32.7,2.4,44.2,8.6,3.454048815
"Runnels County, Texas",174.2,38607,10551,18.1,41.9,2.76,51.1,3.4,3.956148713
"Umatilla County, Oregon",181.2,44780,76531,18,36,2.7,48.9,9.4,6.342209979
"Moniteau County, Missouri",179.9,47158,15963,13.9,38,2.62,55.3,6.7,6.768874747
"Lincoln County, Arkansas",194.4,37644,13820,29,37.5,2.43,37.2,14.2,8.022922636
"Pulaski County, Virginia",185.8,46186,34332,14.7,45.2,2.3,53.5,7.4,6.174957118
"McCulloch County, Texas",186.9,39649,8341,18.9,44.2,2.59,55.8,4.3,3.525835866
"Hyde County, North Carolina",205,36891,5526,21.9,43,2.44,39.8,12.7,7.282913165
